s,value,areaname,sexname,areacode,statname
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000015/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.61E+04,Fife,All,S12000015,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/80-0/sex/all/working-pattern/full-time/gbp/value,3.99E+04,Falkirk,All,S12000014,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.65E+04,Falkirk,All,S12000014,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.41E+04,Falkirk,All,S12000014,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.04E+04,Falkirk,All,S12000014,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.41E+04,Falkirk,All,S12000014,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.11E+04,Falkirk,All,S12000014,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.98E+04,Falkirk,All,S12000014,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.85E+04,Falkirk,All,S12000014,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.53E+04,Falkirk,All,S12000014,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.15E+04,Falkirk,All,S12000014,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000014/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.80E+04,Falkirk,All,S12000014,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.70E+04,Na h-Eileanan Siar,All,S12000013,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.20E+04,Na h-Eileanan Siar,All,S12000013,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.00E+04,Na h-Eileanan Siar,All,S12000013,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.93E+04,Na h-Eileanan Siar,All,S12000013,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.62E+04,Na h-Eileanan Siar,All,S12000013,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000013/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.42E+04,Na h-Eileanan Siar,All,S12000013,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/80-0/sex/all/working-pattern/full-time/gbp/value,4.66E+04,City of Edinburgh,All,S12000036,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,4.30E+04,City of Edinburgh,All,S12000036,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.93E+04,City of Edinburgh,All,S12000036,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.48E+04,City of Edinburgh,All,S12000036,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.68E+04,City of Edinburgh,All,S12000036,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.35E+04,City of Edinburgh,All,S12000036,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,2.20E+04,City of Edinburgh,All,S12000036,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,2.06E+04,City of Edinburgh,All,S12000036,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.71E+04,City of Edinburgh,All,S12000036,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.76E+04,City of Edinburgh,All,S12000036,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000036/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,3.01E+04,City of Edinburgh,All,S12000036,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.54E+04,East Renfrewshire,All,S12000011,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.80E+04,East Renfrewshire,All,S12000011,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.19E+04,East Renfrewshire,All,S12000011,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.03E+04,East Renfrewshire,All,S12000011,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.87E+04,East Renfrewshire,All,S12000011,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.80E+04,East Renfrewshire,All,S12000011,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.94E+04,East Renfrewshire,All,S12000011,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000011/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.50E+04,East Renfrewshire,All,S12000011,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.72E+04,East Lothian,All,S12000010,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.58E+04,East Lothian,All,S12000010,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.44E+04,East Lothian,All,S12000010,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.60E+04,East Lothian,All,S12000010,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.29E+04,East Lothian,All,S12000010,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,2.13E+04,East Lothian,All,S12000010,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.97E+04,East Lothian,All,S12000010,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.56E+04,East Lothian,All,S12000010,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,3.28E+04,East Lothian,All,S12000010,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000010/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,3.06E+04,East Lothian,All,S12000010,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,2.98E+04,East Dunbartonshire,All,S12000045,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.15E+04,East Dunbartonshire,All,S12000045,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,1.91E+04,East Dunbartonshire,All,S12000045,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.70E+04,East Dunbartonshire,All,S12000045,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.61E+04,East Dunbartonshire,All,S12000045,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.86E+04,East Dunbartonshire,All,S12000045,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000045/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.55E+04,East Dunbartonshire,All,S12000045,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/80-0/sex/all/working-pattern/full-time/gbp/value,3.70E+04,East Ayrshire,All,S12000008,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/75-0/sex/all/working-pattern/full-time/gbp/value,3.47E+04,East Ayrshire,All,S12000008,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/70-0/sex/all/working-pattern/full-time/gbp/value,3.32E+04,East Ayrshire,All,S12000008,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/60-0/sex/all/working-pattern/full-time/gbp/value,3.02E+04,East Ayrshire,All,S12000008,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/40-0/sex/all/working-pattern/full-time/gbp/value,2.40E+04,East Ayrshire,All,S12000008,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/30-0/sex/all/working-pattern/full-time/gbp/value,2.07E+04,East Ayrshire,All,S12000008,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/25-0/sex/all/working-pattern/full-time/gbp/value,1.89E+04,East Ayrshire,All,S12000008,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/20-0/sex/all/working-pattern/full-time/gbp/value,1.74E+04,East Ayrshire,All,S12000008,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/all/working-pattern/full-time/gbp/value,1.46E+04,East Ayrshire,All,S12000008,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/mean/sex/all/working-pattern/full-time/gbp/value,2.78E+04,East Ayrshire,All,S12000008,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000008/earnings/annual-pay-gross/earnings-statistics/median/sex/all/working-pattern/full-time/gbp/value,2.83E+04,East Ayrshire,All,S12000008,Median
